Timestamp;SP_Y1;SP_Y2;Y1;Y2;U1;U2
12:07:58;0.5;0.3;0;0;0;0
12:07:59;0.5;0.3;0;0;0.501539;0.792633
12:08:01;0.5;0.3;0.3982;0.143725;0.799094;0.850448
12:08:03;0.5;0.3;0.799591;0.303131;0.887169;0.284226
12:08:05;0.5;0.3;0.89877;0.374937;0.833644;-0.347922
12:08:07;0.5;0.3;0.687334;0.347752;0.719503;-0.563344
12:08:09;0.5;0.3;0.39041;0.285348;0.591599;-0.297784
12:08:10;0.5;0.3;0.244093;0.258846;0.456535;0.144477
12:08:12;0.5;0.3;0.317471;0.290634;0.306622;0.402924
12:08:14;0.5;0.3;0.501186;0.348938;0.147895;0.340631
12:08:16;0.5;0.3;0.631383;0.384845;0.00688485;0.0912094
12:08:17;0.5;0.3;0.624498;0.373835;-0.0848459;-0.106466
12:08:19;0.5;0.3;0.519968;0.329539;-0.111607;-0.111937
12:08:21;0.5;0.3;0.421086;0.285854;-0.0823301;0.0355692
12:08:23;0.5;0.3;0.402419;0.268095;-0.0223854;0.189546
12:08:25;0.5;0.3;0.460786;0.277145;0.0427215;0.231542
12:08:27;0.5;0.3;0.535939;0.295243;0.0991256;0.153451
12:08:28;0.5;0.3;0.568938;0.303939;0.145267;0.0380116
12:08:30;0.5;0.3;0.545731;0.297969;0.184415;-0.0238477
12:08:32;0.5;0.3;0.496979;0.285771;0.217132;-0.00218386
12:08:34;0.5;0.3;0.464673;0.279523;0.239346;0.0644965
12:08:35;0.5;0.3;0.468292;0.284711;0.246103;0.114363
12:08:37;0.5;0.3;0.495808;0.297194;0.236466;0.113838
12:08:39;0.5;0.3;0.520284;0.30821;0.215163;0.0756942
12:08:41;0.5;0.3;0.523589;0.311738;0.190128;0.0382565
12:08:43;0.5;0.3;0.507862;0.308183;0.168273;0.0304902
12:08:44;0.5;0.3;0.489105;0.302509;0.152733;0.0524155
12:08:46;0.5;0.3;0.481948;0.299508;0.143049;0.081795
12:08:48;0.5;0.3;0.489042;0.300391;0.137401;0.0958696
12:08:50;0.5;0.3;0.501895;0.302894;0.134678;0.0883761
12:08:52;0.5;0.3;0.509807;0.30395;0.134993;0.0702674
12:08:53;0.5;0.3;0.508321;0.302306;0.13879;0.057489
12:08:55;0.5;0.3;0.501018;0.299131;0.145669;0.0579811
12:08:57;0.5;0.3;0.494904;0.296638;0.154057;0.0677585
12:08:59;0.5;0.3;0.494366;0.296214;0.161848;0.0768198
12:09:01;0.5;0.3;0.498525;0.297579;0.167481;0.0780909
12:09:02;0.5;0.3;0.503154;0.299358;0.170511;0.0720704
12:09:04;0.5;0.3;0.504641;0.30032;0.171463;0.0646744
12:09:06;0.5;0.3;0.502548;0.300208;0.171463;0.0615538
